movie_name,release_year,imdb,meta,votes 
End of Watch,2012,7.6,68        ,"249,768"
American Reunion,2012,6.7,49        ,"215,483"
Dark Shadows,2012,6.2,55        ,"268,830"
Lawless,2012,7.2,58        ,"243,226"
The Lucky One,2012,6.4,39        ,"109,306"
V/H/S,2012,5.8,54        ,"63,781"
Chronicle,2012,7,69        ,"252,802"
The Bourne Legacy,2012,6.6,61        ,"303,391"
Think Like a Man,2012,6.5,51        ,"47,938"
Red Lights,2012,6.2,36        ,"62,292"
Rock of Ages,2012,5.9,47        ,"78,946"
Wrath of the Titans,2012,5.7,37        ,"190,057"
Killing Them Softly,2012,6.2,64        ,"145,488"
Taken 2,2012,6.2,45        ,"308,269"
The Woman in Black,2012,6.4,62        ,"184,920"
Silent Hill: Revelation,2012,4.9,16        ,"64,279"
This Means War,2012,6.3,31        ,"187,617"
The Raven,2012,6.4,44        ,"85,667"
Mud,2012,7.4,76        ,"180,343"
Piranha 3DD,2012,3.8,24        ,"43,129"
Safe House,2012,6.7,52        ,"224,229"
The Pirates! In an Adventure with Scientists!,2012,6.7,73        ,"48,872"
Compliance,2012,6.4,68        ,"35,069"
Diary of a Wimpy Kid: Dog Days,2012,6.3,54        ,"26,539"
Here Comes the Boom,2012,6.4,40        ,"92,098"
The Campaign,2012,6.1,50        ,"132,072"
Step Up Revolution,2012,6.4,43        ,"56,552"
Maniac,2012,6.1,47        ,"38,115"
The Three Stooges,2012,5.1,56        ,"31,939"
Contraband,2012,6.4,51        ,"123,274"
Ice Age: Continental Drift,2012,6.5,49        ,"210,290"
Gangs of Wasseypur,2012,8.2,89        ,"96,669"
The Iceman,2012,6.8,60        ,"75,644"
Ruby Sparks,2012,7.2,67        ,"101,829"
Wanderlust,2012,5.6,53        ,"77,802"
The Watch,2012,5.7,36        ,"128,645"
Frances Ha,2012,7.4,82        ,"84,210"
Act of Valor,2012,6.4,40        ,"69,589"
De rouille et d'os,2012,7.4,73        ,"68,026"
The Five-Year Engagement,2012,6.2,62        ,"99,392"
On the Road,2012,6,56        ,"42,152"
Madagascar 3: Europe's Most Wanted,2012,6.8,60        ,"182,632"
John Dies at the End,2012,6.3,53        ,"38,834"
Seeking a Friend for the End of the World,2012,6.7,59        ,"115,084"
Underworld: Awakening,2012,6.3,39        ,"155,353"
ParaNorman,2012,7,72        ,"103,627"
House at the End of the Street,2012,5.5,31        ,"77,629"
Safety Not Guaranteed,2012,6.9,72        ,"126,358"
Resident Evil: Retribution,2012,5.3,39        ,"143,642"
The Sessions,2012,7.2,79        ,"42,962"
Mirror Mirror,2012,5.6,46        ,"88,261"
What to Expect When You're Expecting,2012,5.7,41        ,"73,505"
Stuck in Love,2012,7.2,49        ,"88,546"
Amour,2012,7.9,94        ,"100,968"
Frankenweenie,2012,6.9,74        ,"109,200"
Hit and Run,2012,6.1,50        ,"36,404"
Red Dawn,2012,5.3,31        ,"77,892"
Safe,2012,6.5,55        ,"111,495"
The Paperboy,2012,5.7,45        ,"38,022"
Passion,2012,5.3,53        ,"23,278"
The First Time,2012,6.8,55        ,"71,372"
The Cold Light of Day,2012,4.9,22        ,"37,843"
Cosmopolis,2012,5.1,58        ,"48,082"
The Magic of Belle Isle,2012,6.9,46        ,"19,174"
En kongelig affære,2012,7.5,73        ,"48,056"
Klip,2012,5.6,54        ,"6,880"
Would You Rather,2012,5.7,20        ,"42,119"
Disconnect,2012,7.5,64        ,"76,246"
American Mary,2012,6.2,46        ,"26,133"
To the Wonder,2012,5.8,58        ,"29,094"
The Words,2012,7,37        ,"78,724"
Starlet,2012,6.9,74        ,"8,113"
Beasts of the Southern Wild,2012,7.2,86        ,"83,581"
Liberal Arts,2012,6.7,55        ,"38,413"
Byzantium,2012,6.5,66        ,"44,135"
Red Tails,2012,5.9,46        ,"35,911"
Stand Up Guys,2012,6.4,41        ,"55,810"
Bullet to the Head,2012,5.7,48        ,"50,455"
The Possession,2012,5.9,45        ,"60,740"
Alex Cross,2012,5.1,30        ,"34,375"
Get the Gringo,2012,6.9,60        ,"108,638"
Promised Land,2012,6.6,55        ,"38,423"
Hitchcock,2012,6.8,55        ,"76,498"
The Collection,2012,6.1,38        ,"50,615"
Gone,2012,5.9,36        ,"44,726"
One for the Money,2012,5.3,22        ,"42,815"
The Baytown Outlaws,2012,6.3,33        ,"15,265"
The Lords of Salem,2012,5.2,57        ,"30,688"
The Broken Circle Breakdown,2012,7.7,70        ,"41,423"
The Man with the Iron Fists,2012,5.4,51        ,"62,996"
Silent Night,2012,5.2,53        ,"8,428"
About Cherry,2012,4.8,33        ,"10,546"
Holy Motors,2012,7,84        ,"46,632"
The Devil Inside,2012,4.2,18        ,"36,299"
Paranormal Activity 4,2012,4.6,40        ,"67,109"
No One Lives,2012,5.9,26        ,"21,603"
Kon-Tiki,2012,7.2,62        ,"49,565"
Parental Guidance,2012,6,36        ,"26,094"
Bachelorette,2012,5.3,53        ,"47,479"
The Company You Keep,2012,6.4,57        ,"33,627"
Resolution,2012,6.3,80        ,"17,562"
The ABCs of Death,2012,4.7,43        ,"19,549"
Lockout,2012,6,48        ,"99,038"
Black Rock,2012,4.8,46        ,"9,298"
Upside Down,2012,6.3,45        ,"72,229"
Ôkami kodomo no Ame to Yuki,2012,8.1,71        ,"45,298"
The Bay,2012,5.7,65        ,"27,925"
Great Expectations,2012,6.3,60        ,"13,223"
ATM,2012,4.7,34        ,"24,106"
Ginger & Rosa,2012,6.2,69        ,"11,345"
Kiss of the Damned,2012,5.5,48        ,"5,149"
Chasing Mavericks,2012,7.1,45        ,"33,143"
Arbitrage,2012,6.6,73        ,"52,785"
To Rome with Love,2012,6.3,54        ,"88,452"
Bel Ami,2012,5.4,42        ,"18,767"
Chroniques sexuelles d'une famille d'aujourd'hui,2012,5.3,34        ,"4,389"
Stolen,2012,5.5,43        ,"45,302"
Smiley,2012,3.4,25        ,"9,218"
Celeste & Jesse Forever,2012,6.6,59        ,"31,884"
Emperor,2012,6.5,48        ,"14,225"
Premium Rush,2012,6.5,66        ,"114,690"
Antiviral,2012,5.7,55        ,"13,873"
The Tall Man,2012,5.9,52        ,"41,368"
Erased,2012,6,34        ,"31,465"
Den skaldede frisør,2012,6.5,60        ,"14,351"
It's Such a Beautiful Day,2012,8.2,90        ,"14,009"
Girl Most Likely,2012,5.7,38        ,"15,531"
Universal Soldier: Day of Reckoning,2012,5,58        ,"20,574"
Wish You Were Here,2012,5.9,60        ,"5,804"
Sap ji sang ciu,2012,6,29        ,"23,278"
Escape from Planet Earth,2012,5.8,35        ,"25,938"
The Sweeney,2012,6.1,48        ,"19,865"
A Thousand Words,2012,5.8,26        ,"43,060"
Thanks for Sharing,2012,6.4,54        ,"28,658"
Sightseers,2012,6.5,69        ,"29,024"
Laurence Anyways,2012,7.6,73        ,"20,801"
28 Hotel Rooms,2012,5.7,50        ,"3,396"
The Odd Life of Timothy Green,2012,6.6,47        ,"47,227"
For Greater Glory: The True Story of Cristiada,2012,6.5,35        ,"5,026"
Playing for Keeps,2012,5.7,27        ,"30,446"
Steekspel,2012,6.1,50        ,"1,501"
Deadfall,2012,6.2,52        ,"39,650"
Big Miracle,2012,6.5,61        ,"19,845"
Dans la maison,2012,7.4,72        ,"32,631"
Hope Springs,2012,6.3,65        ,"42,910"
The Angels' Share,2012,7,66        ,"25,694"
Much Ado About Nothing,2012,7.1,78        ,"16,775"
Casa de mi Padre,2012,5.5,52        ,"21,146"
[Rec]³: Génesis,2012,5,45        ,"35,881"
People Like Us,2012,7,49        ,"43,358"
What Richard Did,2012,6.3,80        ,"5,158"
Kapringen,2012,7.1,82        ,"16,842"
Middle of Nowhere,2012,6.6,75        ,"1,870"
Tim and Eric's Billion Dollar Movie,2012,5.3,40        ,"10,214"
Barbara,2012,7.2,86        ,"14,747"
Marfa Girl,2012,5.2,37        ,"1,710"
Dark Tide,2012,4.3,23        ,"9,042"
Talaash,2012,7.2,65        ,"42,847"
Quartet,2012,6.8,64        ,"20,473"
Found,2012,5.8,41        ,"4,567"
The Guilt Trip,2012,5.8,50        ,"37,707"
The Giant Mechanical Man,2012,6.7,43        ,"10,208"
Broken,2012,7.2,53        ,"14,314"
Jack & Diane,2012,4.4,45        ,"3,003"
No,2012,7.4,81        ,"25,189"
Out in the Dark,2012,7.5,69        ,"8,625"
Oh Boy,2012,7.3,63        ,"16,696"
Private Peaceful,2012,6.2,51        ,"1,606"
Dracula 3D,2012,3.6,25        ,"4,676"
Atlas Shrugged II: The Strike,2012,5.3,26        ,"7,341"
Aftershock,2012,4.8,39        ,"11,930"
Lore,2012,7.1,76        ,"15,404"
Eden,2012,6.6,63        ,"8,920"
Joyful Noise,2012,5.7,44        ,"8,549"
Best Man Down,2012,6.4,36        ,"9,650"
Robot & Frank,2012,7,67        ,"64,441"
Breaking the Girls,2012,5,42        ,"3,627"
Grabbers,2012,6.3,62        ,"18,605"
Fun Size,2012,5.4,37        ,"14,706"
Vamps,2012,5.2,57        ,"10,358"
Sparkle,2012,5.7,54        ,"6,428"
Hyde Park on Hudson,2012,5.9,55        ,"11,981"
What Maisie Knew,2012,7.4,74        ,"27,970"
"For a Good Time, Call...",2012,6,55        ,"16,529"
Arthur Newman,2012,5.6,42        ,"7,453"
Les adieux à la reine,2012,6.2,67        ,"8,727"
Paradies: Liebe,2012,7,65        ,"9,241"
Ernest et Célestine,2012,7.8,86        ,"20,713"
The Pact,2012,5.7,54        ,"24,637"
Evangelion Shin Gekijôban: Kyu,2012,6.9,45        ,"15,904"
Paradies: Glaube,2012,6.7,61        ,"4,690"
A Glimpse Inside the Mind of Charles Swan III,2012,4.6,28        ,"5,427"
Sofia,2012,3.6,20        ,"3,314"
Le prénom,2012,7.3,66        ,"16,887"
Aurora,2012,6,58        ,"2,750"
Won't Back Down,2012,6.4,42        ,"6,680"
Dodookdeul,2012,6.8,75        ,"10,652"
If I Were You,2012,6.9,28        ,"2,237"
Hello I Must Be Going,2012,6.2,62        ,"6,256"
Berberian Sound Studio,2012,6.2,80        ,"16,247"
Cockneys vs Zombies,2012,5.9,52        ,"19,619"
A Late Quartet,2012,7.1,67        ,"14,776"
Io e te,2012,6.5,57        ,"5,727"
Dupa dealuri,2012,7.5,79        ,"12,561"
The Apparition,2012,4.1,18        ,"20,085"
The Brass Teapot,2012,6.3,43        ,"16,217"
Venuto al mondo,2012,7.3,34        ,"16,780"
Madea's Witness Protection,2012,4.9,42        ,"10,962"
The Sapphires,2012,7,67        ,"14,605"
Die Wand,2012,6.7,67        ,"6,523"
Blancanieves,2012,7.5,82        ,"11,130"
Lay the Favorite,2012,4.8,38        ,"11,752"
The Oogieloves in the Big Balloon Adventure,2012,1.7,32        ,"15,349"
At Any Price,2012,5.7,61        ,"7,671"
Populaire,2012,6.8,58        ,"12,330"
Comme un chef,2012,6.6,43        ,"17,402"
Generation Um...,2012,3.9,25        ,"4,153"
Smashed,2012,6.7,71        ,"17,149"
"Bless Me, Ultima",2012,6.3,65        ,"1,446"
Still Mine,2012,7.4,72        ,"4,417"
The History of Future Folk,2012,7.1,67        ,"3,562"
Not Fade Away,2012,6,65        ,"4,828"
Hannah Arendt,2012,7.1,69        ,"11,487"
Gayby,2012,6,58        ,"2,737"
Being Flynn,2012,6.4,53        ,"17,428"
The Reluctant Fundamentalist,2012,6.8,54        ,"14,248"
Nobody Walks,2012,5.3,51        ,"5,062"
Jayne Mansfield's Car,2012,6.2,48        ,"3,209"
The Samaritan,2012,5.6,37        ,"9,980"
The People I've Slept With,2012,4.8,45        ,779
Good Deeds,2012,5.6,43        ,"8,000"
Wadjda,2012,7.5,81        ,"20,559"
Mental,2012,6.1,42        ,"5,070"
Miss Lovely,2012,7.8,52        ,"12,649"
Nature Calls,2012,3.9,30        ,"2,474"
Wi-heom-han gyan-gye,2012,6,59        ,"1,955"
Struck by Lightning,2012,6.2,41        ,"14,915"
The Color of Time,2012,4.1,34        ,"1,498"
Post Tenebras Lux,2012,6.5,69        ,"5,678"
Snabba cash II,2012,6.2,57        ,"8,243"
Shadow Dancer,2012,6.2,71        ,"12,656"
Fasle kargadan,2012,6.4,66        ,"6,897"
Keep the Lights On,2012,6.4,79        ,"5,815"
The Babymakers,2012,5,30        ,"8,741"
The End of Love,2012,5.9,56        ,"1,808"
My Brother the Devil,2012,6.5,71        ,"3,252"
Song for Marion,2012,6.9,57        ,"7,791"
Augustine,2012,6.1,74        ,"1,559"
Girl in Progress,2012,5.6,45        ,"6,891"
100 Bloody Acres,2012,6,63        ,"4,314"
Blood,2012,6,44        ,"4,349"
Like Someone in Love,2012,7,76        ,"12,195"
Soldiers of Fortune,2012,4.3,19        ,"7,361"
Tabu,2012,7.3,78        ,"7,068"
Wrong,2012,6.2,58        ,"10,028"
Pieta,2012,7.1,72        ,"14,874"
Tiger Eyes,2012,6.3,56        ,"1,977"
The Kill Hole,2012,4.4,39        ,555
Darling Companion,2012,5.1,41        ,"3,543"
Sir Billi,2012,3,17        ,702
Les infidèles,2012,5.3,43        ,"8,346"
Citadel,2012,5.4,60        ,"7,106"
Sleepwalk with Me,2012,6.7,71        ,"11,949"
It's a Disaster,2012,6.4,57        ,"11,269"
Save the Date,2012,5.7,54        ,"7,022"
The Attack,2012,7.1,74        ,"4,328"
The Comedy,2012,6.3,46        ,"5,180"
Just Like a Woman,2012,5.5,39        ,"2,861"
K-11,2012,5.1,21        ,"1,713"
Goats,2012,5.8,38        ,"5,254"
L'enfant d'en haut,2012,7,81        ,"6,922"
Après mai,2012,6.4,76        ,"4,469"
Lola Versus,2012,5.5,49        ,"8,793"
2 Days in New York,2012,6,61        ,"14,669"
Any Day Now,2012,7.4,60        ,"6,378"
Renoir,2012,6.5,64        ,"5,765"
O Som ao Redor,2012,7.1,77        ,"8,233"
The Rise,2012,6.5,52        ,"3,744"
Yi jiu si er,2012,6.9,41        ,"3,504"
Les saveurs du Palais,2012,6.4,61        ,"6,462"
A Fantastic Fear of Everything,2012,5.8,31        ,"14,866"
Midnight's Children,2012,6.2,56        ,"3,281"
Knife Fight,2012,5.2,34        ,"1,490"
The Fitzgerald Family Christmas,2012,6.3,62        ,"1,578"
Hotel Noir,2012,5.5,37        ,"1,445"
The Unspeakable Act,2012,5.9,76        ,608
Museum Hours,2012,6.9,84        ,"2,164"
Frankie Go Boom,2012,5.9,51        ,"5,064"
And While We Were Here,2012,5.7,48        ,"3,958"
A Dark Truth,2012,5.6,31        ,"6,107"
Pusher,2012,5.5,52        ,"4,864"
Zwei Leben,2012,7.1,62        ,"3,153"
In Their Skin,2012,5.3,50        ,"5,507"
Branded,2012,4.6,20        ,"9,180"
Poklosie,2012,7.3,62        ,"3,966"
Du zhan,2012,7,86        ,"10,340"
Simon Killer,2012,6.3,63        ,"4,810"
Autoreiji: Biyondo,2012,6.7,53        ,"6,793"
Electrick Children,2012,6.7,60        ,"5,982"
The Last Day of August,2012,7.1,40        ,63
Come Out and Play,2012,4.7,44        ,"3,290"
El artista y la modelo,2012,6.6,53        ,"1,782"
Girls Against Boys,2012,4.8,17        ,"3,780"
King Kelly,2012,4.9,66        ,611
10 timer til Paradis,2012,7.1,70        ,"4,602"
Elefante blanco,2012,6.5,67        ,"5,158"
"Era Uma Vez Eu, Verônica",2012,6.1,73        ,694
Hua pi 2,2012,6.2,57        ,"3,489"
The Girl from the Naked Eye,2012,4.8,40        ,"2,116"
Cesare deve morire,2012,7.3,77        ,"6,591"
Black November,2012,5.3,31        ,660
Lemale et ha'halal,2012,6.7,79        ,"3,862"
Les chevaux de Dieu,2012,7.3,76        ,"1,887"
Delhi Safari,2012,5.4,37        ,"1,821"
Tai ji 1: Cong ling kai shi,2012,6,52        ,"5,133"
Greetings from Tim Buckley,2012,6,57        ,"1,731"
Paulette,2012,6.6,40        ,"7,322"
7 cajas,2012,7.1,72        ,"5,818"
Red Hook Summer,2012,5.3,48        ,"1,858"
LUV,2012,5.9,52        ,"2,197"
Crooked Arrows,2012,5.9,42        ,"1,993"
The Discoverers,2012,5.6,62        ,545
Tomorrow You're Gone,2012,3.6,19        ,"1,771"
Donui mat,2012,5.7,54        ,"1,570"
Brake,2012,6.1,38        ,"11,813"
Toad Road,2012,5,54        ,"1,346"
The Wedding Video,2012,5.4,51        ,"2,440"
Bella addormentata,2012,6.3,72        ,"1,707"
Ahí va el diablo,2012,5.6,50        ,"4,254"
For Ellen,2012,6,61        ,"2,200"
Storage 24,2012,4.5,52        ,"7,238"
Graceland,2012,6.6,75        ,"1,577"
Bad Kids Go to Hell,2012,4.5,40        ,"3,749"
Todos tenemos un plan,2012,5.6,49        ,"2,098"
I Will Follow You Into the Dark,2012,4.5,17        ,"1,316"
Cheerful Weather for the Wedding,2012,5.6,49        ,"2,353"
I Declare War,2012,6,58        ,"2,791"
Last Ounce of Courage,2012,3.5,11        ,"2,070"
Le capital,2012,6.5,56        ,"5,438"
The Girl,2012,6.2,54        ,"1,347"
The Motel Life,2012,5.9,61        ,"3,693"
À perdre la raison,2012,6.8,79        ,"2,994"
Blue Like Jazz,2012,5.8,48        ,"3,012"
Yossi,2012,7,66        ,"3,125"
Reality,2012,6.8,76        ,"5,525"
The Grief Tourist,2012,5,40        ,"1,165"
I Do,2012,6.5,23        ,"1,182"
Black Out,2012,6.4,37        ,"2,115"
Inescapable,2012,5.2,37        ,"2,742"
Sun Don't Shine,2012,6.1,70        ,"1,101"
Thérèse Desqueyroux,2012,6.1,49        ,"3,802"
Sassy Pants,2012,6.1,51        ,"1,738"
Le fils de l'autre,2012,7.3,63        ,"3,644"
The Playroom,2012,5.3,59        ,715
The We and the I,2012,6.1,65        ,"2,105"
"Nancy, Please",2012,5.7,76        ,238
Dai juk hei kek,2012,6.3,52        ,"1,510"
Least Among Saints,2012,6.4,32        ,614
The Time Being,2012,5.5,29        ,840
Somebody Up There Likes Me,2012,5.8,58        ,"1,631"
Hello Herman,2012,5.5,27        ,"1,428"
Fat Kid Rules the World,2012,6.4,54        ,"3,342"
California Solo,2012,6.2,62        ,"1,082"
Caroline and Jackie,2012,6.4,60        ,628
Nesting,2012,5.8,34        ,235
Lamma shoftak,2012,6.6,72        ,785
Paris-Manhattan,2012,6.1,36        ,"3,872"
Sparrows Dance,2012,6.7,69        ,737
Una noche,2012,6.8,68        ,"1,927"
Trade of Innocents,2012,5.4,29        ,981
Inch'Allah,2012,6.8,47        ,"2,600"
"Syngué sabour, pierre de patience",2012,7.1,64        ,"5,251"
Recalled,2012,4.7,37        ,628
All the Light in the Sky,2012,6.4,62        ,703
Free Samples,2012,5.6,53        ,"2,237"
Shanghai Calling,2012,6.2,45        ,"1,714"
Hellbenders,2012,4.9,43        ,"1,701"
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,5.8,45        ,"1,745"
Gimme the Loot,2012,6.6,81        ,"2,562"
Shesh Peamim,2012,6,67        ,641
Cirque du Soleil: Worlds Away,2012,6.7,51        ,"8,095"
30 Beats,2012,4,20        ,"1,018"
War of the Worlds: Goliath,2012,5.4,33        ,"1,204"
V tumane,2012,6.7,78        ,"3,211"
A Última Vez Que Vi Macau,2012,6.3,69        ,518
Why Stop Now?,2012,5.5,36        ,"7,486"
Filly Brown,2012,5.6,57        ,"1,145"
Crazy Eyes,2012,4,31        ,574
Zarafa,2012,6.9,64        ,"1,805"
The Story of Luke,2012,7.1,57        ,"3,200"
Ren zai jiong tu: Tai jiong,2012,6.2,55        ,"3,553"
Jik zin,2012,5.9,32        ,"2,693"
The Citizen,2012,6.8,38        ,"3,301"
My Uncle Rafael,2012,5.4,36        ,214
Crave,2012,5.2,19        ,"1,172"
Pavilion,2012,6,78        ,160
Rubberneck,2012,5.3,57        ,524
Battlefield America,2012,2.5,31        ,"1,488"
Xue di zi,2012,4.8,35        ,"1,377"
2 Jacks,2012,4.7,38        ,397
Price Check,2012,5.5,67        ,"2,270"
La pirogue,2012,6.7,74        ,426
Maladies,2012,4.9,28        ,766
Backwards,2012,5.5,43        ,749
Viola,2012,6.1,82        ,554
Woman Thou Art Loosed: On the 7th Day,2012,5.1,29        ,644
Love Sick Love,2012,5,28        ,560
May I Kill U?,2012,5.6,7        ,443
Mighty Fine,2012,5.1,42        ,404
BearCity 2: The Proposal,2012,6.1,44        ,580
Abigail Harm,2012,5.8,59        ,96
Zaytoun,2012,6.6,39        ,"1,675"
The Trouble with the Truth,2012,5.7,81        ,300
Eddie,2012,5.7,57        ,"1,501"
Da-reun na-ra-e-seo,2012,6.4,69        ,"3,327"
Mosquita y Mari,2012,6.3,66        ,933
The Do-Deca-Pentathlon,2012,5.9,60        ,"1,791"
Sou suo,2012,6.4,37        ,"1,074"
Tai ji 2: Ying xiong jue qi,2012,6.1,39        ,"3,553"
That's What She Said,2012,3.9,22        ,715
Deadline,2012,4.8,25        ,447
Rebelle,2012,7,84        ,"7,356"
Het Meisje en de Dood,2012,6.4,44        ,753
Supporting Characters,2012,6.3,62        ,971
Fairhaven,2012,5.1,54        ,588
A Green Story,2012,5.4,27        ,254
Chun Kiu yi Chi Ming,2012,6.8,65        ,"1,875"
Petunia,2012,5.1,40        ,785
Xiao shi de zi dan,2012,6.5,65        ,"2,240"
We the Party,2012,4.3,48        ,836
Funeral Kings,2012,6.2,51        ,"1,187"
Mer eller mindre mann,2012,6,64        ,474
Gebo et l'ombre,2012,6.4,71        ,669
Mekong Hotel,2012,6.1,57        ,740
Forgetting the Girl,2012,5.2,55        ,"1,047"
Dead Man's Burden,2012,5.5,76        ,673
In Our Nature,2012,5.7,51        ,808
Everyday,2012,6.2,55        ,812
I Am Not a Hipster,2012,6.6,53        ,"1,561"
Vous n'avez encore rien vu,2012,6.5,69        ,"1,604"
Dom över död man,2012,6.2,60        ,809
Mariachi Gringo,2012,6.3,42        ,462
Trois mondes,2012,6.6,42        ,744
Grassroots,2012,5.3,41        ,"1,129"
Refuge,2012,5.8,34        ,578
Les coquillettes,2012,5.3,58        ,301
Ex-Girlfriends,2012,4.6,37        ,313
186 Dollars to Freedom,2012,5.2,31        ,567
An Oversimplification of Her Beauty,2012,6.3,74        ,777
General Education,2012,4.4,21        ,790
Watching TV with the Red Chinese,2012,6,35        ,104
La stratégie de la poussette,2012,5.5,20        ,901
Alyah,2012,6,72        ,545
Excuse Me for Living,2012,4.4,17        ,528
Aquí y allá,2012,6.1,67        ,232
Archaeology of a Woman,2012,6.3,36        ,51
Love Tomorrow,2012,6.7,42        ,78
Consuming Spirits,2012,7.5,81        ,254
Kid-Thing,2012,6.3,58        ,542
"Now, Forager",2012,6.4,54        ,221
First Winter,2012,5,63        ,249
Red Flag,2012,5.5,65        ,514
Nate and Margaret,2012,6.2,62        ,579
Couleur de peau: Miel,2012,7.3,73        ,608
Los condenados,2012,5.2,29        ,265
Future Weather,2012,6.1,67        ,537
Ngôi nhà trong hem,2012,5.6,42        ,224
Student,2012,5.7,63        ,211
Stars in Shorts,2012,6.4,49        ,222
La Noche de Enfrente,2012,6.1,76        ,505
Peaches Does Herself,2012,7,63        ,87
Just 45 Minutes from Broadway,2012,5,31        ,59
Detroit Unleaded,2012,6,59        ,223
Breakfast with Curtis,2012,6.6,62        ,252
Welcome to Pine Hill,2012,6.2,74        ,255
Supercapitalist,2012,4.5,22        ,"1,145"
Francine,2012,5.8,65        ,268
Redlegs,2012,6.6,54        ,33
Pilgrim Song,2012,7.2,30        ,84
Valley of Saints,2012,7.1,85        ,193
Der Glanz des Tages,2012,6.6,64        ,152
Fred Won't Move Out,2012,5.7,60        ,71
The Wolf of Wall Street,2013,8.2,75        ,"1,397,250"
Oblivion,2013,7,54        ,"526,269"
R.I.P.D.,2013,5.6,25        ,"134,640"
Prisoners,2013,8.1,70        ,"707,802"
The Great Gatsby,2013,7.2,55        ,"544,682"
About Time,2013,7.8,55        ,"350,538"
Captain Phillips,2013,7.8,82        ,"461,176"
Man of Steel,2013,7.1,55        ,"770,716"
Nymphomaniac: Vol. I,2013,6.9,64        ,"125,041"
The Conjuring,2013,7.5,68        ,"508,898"
Her,2013,8,91        ,"611,741"
Don Jon,2013,6.5,66        ,"240,624"
Frozen,2013,7.4,75        ,"624,042"
Under the Skin,2013,6.3,80        ,"145,081"
Grown Ups 2,2013,5.3,19        ,"155,824"
The Hobbit: The Desolation of Smaug,2013,7.8,66        ,"663,524"
The Hunger Games: Catching Fire,2013,7.5,76        ,"664,905"
La vie d'Adèle,2013,7.7,90        ,"153,136"
Snowpiercer,2013,7.1,84        ,"361,661"
12 Years a Slave,2013,8.1,96        ,"699,875"
American Hustle,2013,7.2,90        ,"479,512"
This Is the End,2013,6.6,67        ,"413,745"
Now You See Me,2013,7.2,50        ,"659,760"
We're the Millers,2013,7,44        ,"450,472"
Nymphomaniac: Vol. II,2013,6.6,60        ,"93,209"
Iron Man Three,2013,7.1,62        ,"848,026"
World War Z,2013,7,63        ,"666,217"
Rush,2013,8.1,74        ,"479,798"
Enemy,2013,6.9,61        ,"195,092"
The Secret Life of Walter Mitty,2013,7.3,54        ,"318,484"
Evil Dead,2013,6.5,57        ,"173,723"
Pacific Rim,2013,6.9,65        ,"502,733"
The Way Way Back,2013,7.4,68        ,"151,161"
Elysium,2013,6.6,61        ,"449,336"
Gravity,2013,7.7,96        ,"825,065"
Olympus Has Fallen,2013,6.5,41        ,"277,486"
Fruitvale Station,2013,7.5,85        ,"81,946"
Free Birds,2013,5.8,38        ,"24,470"
Dallas Buyers Club,2013,7.9,78        ,"488,681"
Thor: The Dark World,2013,6.8,54        ,"682,424"
Warm Bodies,2013,6.8,60        ,"232,695"
The Purge,2013,5.7,41        ,"225,393"
Coherence,2013,7.2,65        ,"129,296"
Carrie,2013,5.8,53        ,"141,548"
The Mortal Instruments: City of Bones,2013,5.8,33        ,"134,920"
47 Ronin,2013,6.2,28        ,"161,311"
White House Down,2013,6.3,52        ,"223,287"
Oldboy,2013,5.8,49        ,"76,742"
Lone Survivor,2013,7.5,60        ,"288,769"
Kick-Ass 2,2013,6.5,41        ,"273,907"
The Green Inferno,2013,5.3,38        ,"45,223"
Movie 43,2013,4.3,18        ,"106,505"
The Wolverine,2013,6.7,61        ,"467,851"
Star Trek Into Darkness,2013,7.7,72        ,"484,210"
Ender's Game,2013,6.6,51        ,"241,631"
Adoration,2013,6.2,37        ,"34,957"
The Canyons,2013,3.8,36        ,"11,468"
The Family,2013,6.3,42        ,"117,528"
Oz the Great and Powerful,2013,6.3,44        ,"208,747"
The Internship,2013,6.3,42        ,"205,513"
Mama,2013,6.2,57        ,"182,337"
Blue Jasmine,2013,7.3,78        ,"203,906"
Pain & Gain,2013,6.4,45        ,"218,471"
Lovelace,2013,6.2,51        ,"41,086"
Monsters University,2013,7.2,65        ,"360,532"
The World's End,2013,6.9,81        ,"283,276"
Furious 6,2013,7,61        ,"395,375"
Percy Jackson: Sea of Monsters,2013,5.7,39        ,"119,128"
Diana,2013,5.5,35        ,"20,402"
42,2013,7.5,62        ,"96,059"
Homefront,2013,6.5,40        ,"121,404"
Riddick,2013,6.4,49        ,"167,585"
Locke,2013,7.1,81        ,"151,017"
Gangster Squad,2013,6.7,40        ,"216,410"
Oculus,2013,6.5,61        ,"130,829"
Escape Plan,2013,6.7,49        ,"244,321"
Despicable Me 2,2013,7.3,62        ,"401,476"
Inside Llewyn Davis,2013,7.4,93        ,"154,912"
The Croods,2013,7.2,55        ,"215,864"
Out of the Furnace,2013,6.7,63        ,"117,001"
La grande bellezza,2013,7.7,86        ,"91,451"
The Heat,2013,6.6,60        ,"173,400"
Begin Again,2013,7.4,62        ,"157,482"
The F Word,2013,6.8,59        ,"78,369"
Only Lovers Left Alive,2013,7.2,79        ,"101,639"
Hansel & Gretel: Witch Hunters,2013,6.1,23        ,"207,666"
Belle,2013,7.3,64        ,"31,229"
Jack the Giant Slayer,2013,6.3,51        ,"139,969"
