movie_name,release_year,imdb,meta,votes 
Héraðið,2019,6.5,76        ,"1,359"
Papicha,2019,7.1,69        ,"3,016"
Als Hitler das rosa Kaninchen stahl,2019,7,54        ,"2,527"
The True Adventures of Wolfboy,2019,5.7,61        ,860
Depraved,2019,5.4,69        ,"1,760"
American Son,2019,5.9,34        ,"7,160"
Sweetness in the Belly,2019,5.5,51        ,706
"Roubaix, une lumière",2019,6.3,51        ,"2,287"
La paranza dei bambini,2019,6.5,57        ,"4,793"
Wetlands,2019,4.4,37        ,558
See You Soon,2019,5.4,29        ,916
Ham on Rye,2019,5.9,80        ,925
De kuthoer,2019,6.3,60        ,"1,812"
Guest of Honour,2019,5.8,53        ,"1,042"
Mafia Inc,2019,6.8,64        ,"1,450"
O que arde,2019,6.7,73        ,"3,310"
The Place of No Words,2019,5.5,61        ,306
Tommaso,2019,6.2,66        ,"1,551"
H Is for Happiness,2019,6.5,62        ,546
Synonymes,2019,6.4,84        ,"5,887"
The Obituary of Tunde Johnson,2019,5.6,58        ,640
Portals,2019,3.2,30        ,923
Saint Frances,2019,7.1,83        ,"4,839"
Go Back to China,2019,6,51        ,"1,028"
Yellow Rose,2019,6.5,70        ,"1,192"
Rose Plays Julie,2019,6.5,83        ,"1,259"
Photograph,2019,6.8,65        ,"5,337"
White Lie,2019,6.7,81        ,"2,610"
Coyote Lake,2019,5.4,40        ,"1,263"
My Zoe,2019,6,59        ,"1,204"
She's Missing,2019,4,42        ,377
Mickey and the Bear,2019,6.6,79        ,"1,601"
The Warrior Queen of Jhansi,2019,4.7,27        ,652
Show Me What You Got,2019,5.3,53        ,172
Suk suk,2019,7.1,71        ,"1,351"
Sword of Trust,2019,6.3,70        ,"3,813"
It Must Be Heaven,2019,7,68        ,"5,033"
Ne Zha zhi mo tong jiang shi,2019,7.4,54        ,"7,729"
The Short History of the Long Road,2019,6.5,60        ,"1,152"
Zombi Child,2019,6,75        ,"2,317"
Run This Town,2019,4.4,57        ,676
Adopt a Highway,2019,6.3,53        ,"4,253"
Di jiu tianchang,2019,7.7,88        ,"4,497"
Before You Know It,2019,5.3,61        ,752
Run with the Hunted,2019,5.2,38        ,"5,638"
Mercy Black,2019,4.9,48        ,"3,799"
Tammy's Always Dying,2019,5.8,55        ,347
Pink Wall,2019,5.9,68        ,578
The Cuban,2019,6.2,54        ,339
The Body Remembers When the World Broke Open,2019,6.9,87        ,804
SGT. Will Gardner,2019,5.9,30        ,"1,111"
De dødes tjern,2019,4.4,47        ,896
Volition,2019,5.6,62        ,"2,053"
Beats,2019,7.1,74        ,"4,360"
The Killing of Kenneth Chamberlain,2019,6.9,82        ,"1,080"
Sell By,2019,5.7,42        ,"1,160"
Castle in the Ground,2019,5,53        ,916
Take Me Somewhere Nice,2019,6.3,69        ,"1,579"
"If Not Now, When?",2019,5,41        ,180
Cuck,2019,5.4,40        ,"12,912"
American Woman,2019,5.1,49        ,323
Bolden,2019,5.5,50        ,561
I Hate Kids,2019,5.1,12        ,"2,121"
Kingudamu,2019,6.6,62        ,"2,391"
"Family Romance, LLC",2019,6.7,68        ,"2,598"
Sequin in a Blue Room,2019,5.9,79        ,763
The Artist's Wife,2019,5.8,53        ,265
Mister America,2019,6.4,42        ,"1,451"
Vitalina Varela,2019,6.8,86        ,"2,259"
Nur eine Frau,2019,7.6,53        ,"1,950"
Dirty God,2019,6.5,75        ,"1,626"
Le jeune Ahmed,2019,6.6,66        ,"4,262"
Silo,2019,5.8,43        ,286
Safe Spaces,2019,5.8,71        ,733
Big Kill,2019,5.3,42        ,"1,312"
Lingua Franca,2019,6.5,61        ,749
Divino Amor,2019,6.2,86        ,"2,077"
Esto no es Berlín,2019,6.6,69        ,"1,263"
Mrs Lowry & Son,2019,6.7,42        ,"2,020"
Skyman,2019,5.1,57        ,236
Light from Light,2019,5.9,80        ,801
Dreamland,2019,4.7,50        ,620
The Cat and the Moon,2019,5.9,63        ,503
You Will Die at 20,2019,7.1,77        ,"2,358"
I Trapped the Devil,2019,4.8,47        ,"2,811"
Bor Mi Vanh Chark,2019,6.9,72        ,468
Ecco,2019,5.6,31        ,"2,664"
Inside the Rain,2019,4.6,49        ,312
Bergmál,2019,7.1,83        ,"1,511"
Measure for Measure,2019,5.5,46        ,339
Beneath Us,2019,5.3,46        ,"1,879"
Goalie,2019,5.9,52        ,279
Yokogao,2019,6.4,52        ,994
The Last Tree,2019,6.5,67        ,"1,153"
William,2019,5.6,57        ,572
Temblores,2019,6.6,76        ,"1,355"
"Gospod postoi, imeto i' e Petrunija",2019,6.8,50        ,"2,307"
Adam,2019,4.1,64        ,"1,649"
She's Just a Shadow,2019,4.2,12        ,248
Tabi no owari sekai no hajimari,2019,6.7,85        ,"1,647"
The Great Alaskan Race,2019,5.3,29        ,600
Blood on Her Name,2019,5.7,63        ,"1,628"
Body at Brighton Rock,2019,4.8,53        ,"2,339"
Test Pattern,2019,6.4,81        ,788
Dernier amour,2019,4.8,40        ,553
Phil,2019,5.4,30        ,864
The Perfect Candidate,2019,6.6,71        ,"1,803"
Once Upon a River,2019,5.7,72        ,248
100 Days to Live,2019,5.4,62        ,"4,265"
Il peccato,2019,6.8,65        ,"1,101"
Disco,2019,5.2,56        ,894
Give Me Liberty,2019,6.7,82        ,"2,037"
Working Man,2019,6.3,72        ,636
Riot Girls,2019,4.6,59        ,718
Jezebel,2019,6.6,80        ,936
Shepherd: The Story of a Jewish Dog,2019,4.9,50        ,284
Koko-di koko-da,2019,5.8,56        ,"2,543"
Spinster,2019,5.8,56        ,"1,015"
Hammer,2019,5.6,75        ,737
Umibe no eigakan - Kinema no tamatebako,2019,6.7,82        ,812
The 20th Century,2019,6.9,77        ,"1,331"
Roh,2019,6,69        ,872
Selah and the Spades,2019,5,69        ,"1,270"
Giants Being Lonely,2019,5.2,54        ,560
Alice et le maire,2019,6.4,51        ,"2,432"
Dead Water,2019,3.6,31        ,797
Fourteen,2019,6.7,79        ,876
La femme de mon frère,2019,6.7,67        ,"1,080"
Babysplitters,2019,5.6,61        ,564
"Anne at 13,000 Feet.",2019,6.5,80        ,554
VHYes,2019,5.9,52        ,782
Jeanne,2019,5.9,50        ,676
Auggie,2019,5.4,44        ,564
Sister Aimee,2019,5.1,52        ,218
Ms. Purple,2019,6.3,71        ,647
Lan xin da ju yuan,2019,6.6,54        ,951
Colewell,2019,6.3,73        ,516
The Infiltrators,2019,6.2,74        ,283
Alice,2019,6.5,72        ,"1,130"
Golden Voices,2019,7.1,70        ,467
Knives and Skin,2019,5.2,58        ,978
Wu sha,2019,6.8,73        ,"1,558"
Hearts and Bones,2019,6.6,71        ,649
South Mountain,2019,5.5,79        ,242
Qi qiu,2019,6.9,83        ,808
3 Days with Dad,2019,3.9,55        ,258
Buoyancy,2019,7.3,77        ,"1,388"
Olympic Dreams,2019,5.8,55        ,707
Yalda,2019,6.4,69        ,783
The Garden Left Behind,2019,6,55        ,573
Stray Dolls,2019,4.9,58        ,461
Wet Season,2019,6.8,73        ,"1,287"
Canción sin nombre,2019,7,75        ,"1,032"
L'extraordinaire voyage de Marona,2019,7.5,77        ,"1,059"
Juo ren mi mi,2019,6.5,66        ,"1,203"
The Planters,2019,6.3,77        ,475
The Antenna,2019,5.2,58        ,431
Bombay Rose,2019,6.4,64        ,678
Run,2019,5,53        ,227
Incitement,2019,7,77        ,770
Así habló el cambista,2019,6.4,61        ,290
L'état sauvage,2019,5.1,52        ,666
Away,2019,6.6,77        ,"1,320"
Zhi you yun zhi dao,2019,6,50        ,346
Sayyedat al-Bahr,2019,5.8,72        ,"2,236"
"Phoenix, Oregon",2019,5.5,49        ,356
Looking for a Lady with Fangs and a Moustache,2019,7.8,67        ,56
Crshd,2019,4.6,64        ,366
Burning Cane,2019,5.5,74        ,655
Blanco en Blanco,2019,6.4,84        ,761
"Ich war zuhause, aber",2019,5.6,67        ,"1,108"
The Last,2019,3.7,57        ,77
Wî â Ritoru Zonbîzu,2019,6.8,76        ,862
Aru sendo no hanashi,2019,7,66        ,193
Ongaku,2019,7.3,86        ,569
Répertoire des villes disparues,2019,6.3,74        ,"1,471"
Goldie,2019,5.9,72        ,"1,180"
Coming Home Again,2019,6.5,73        ,98
Billboard,2019,5.4,24        ,121
A Febre,2019,6.8,79        ,650
Climate of the Hunter,2019,5.2,68        ,364
Bloody Marie,2019,5.5,66        ,203
Jìyuántái qihào,2019,6,72        ,451
Nuestras madres,2019,6.6,59        ,722
Ghost Tropic,2019,6.4,91        ,524
Black Conflux,2019,6.1,84        ,165
Angelfish,2019,6.6,55        ,120
When I'm a Moth,2019,6.1,28        ,42
Days of the Whale,2019,6.4,72        ,262
I've Got Issues,2019,3.9,62        ,145
Same Boat,2019,4.8,39        ,142
Enola Holmes,2020,6.6,68        ,"185,991"
Balle perdue,2020,6.3,78        ,"11,212"
Tenet,2020,7.3,69        ,"499,850"
Run Sweetheart Run,2020,5.4,51        ,"3,290"
The French Dispatch,2020,7.1,74        ,"120,766"
Promising Young Woman,2020,7.5,73        ,"172,516"
Greenland,2020,6.4,64        ,"117,546"
Hamilton,2020,8.4,90        ,"94,232"
The Father,2020,8.2,88        ,"152,275"
Holidate,2020,6.1,44        ,"66,175"
Druk,2020,7.7,79        ,"157,088"
A Quiet Place Part II,2020,7.2,71        ,"226,801"
After We Collided,2020,5,14        ,"32,390"
The Devil All the Time,2020,7.1,55        ,"135,301"
I'm Thinking of Ending Things,2020,6.6,78        ,"86,921"
Emma.,2020,6.7,71        ,"54,735"
Resistance,2020,6.4,53        ,"7,377"
The New Mutants,2020,5.3,43        ,"80,128"
The Old Guard,2020,6.6,70        ,"165,326"
Wonder Woman 1984,2020,5.4,60        ,"266,830"
2 Hearts,2020,6.3,29        ,"5,533"
Run,2020,6.7,67        ,"79,883"
Underwater,2020,5.8,48        ,"83,378"
Bad Boys for Life,2020,6.5,59        ,"161,127"
The Invisible Man,2020,7.1,72        ,"228,556"
Soul,2020,8,83        ,"327,793"
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6,60        ,"238,898"
The Hunt,2020,6.5,50        ,"115,138"
Extraction,2020,6.7,56        ,"203,145"
Fatale,2020,5.4,42        ,"10,735"
Sonic the Hedgehog,2020,6.5,47        ,"139,872"
The Night House,2020,6.5,68        ,"53,677"
Happiest Season,2020,6.6,69        ,"39,850"
Palm Springs,2020,7.4,83        ,"159,311"
Pieces of a Woman,2020,7,66        ,"50,232"
Ava,2020,5.4,39        ,"56,080"
The Witches,2020,5.3,47        ,"41,681"
Greyhound,2020,7,64        ,"97,753"
Boss Level,2020,6.8,56        ,"68,040"
Mulan,2020,5.7,66        ,"148,474"
Freaky,2020,6.3,67        ,"58,877"
The King of Staten Island,2020,7.1,67        ,"68,527"
Nomadland,2020,7.3,92        ,"160,858"
The Courier,2020,7.1,65        ,"61,636"
The Christmas Chronicles: Part Two,2020,6,51        ,"30,177"
The Dry,2020,6.8,69        ,"27,100"
Wild Mountain Thyme,2020,5.7,42        ,"9,599"
Love and Monsters,2020,6.9,63        ,"127,916"
Fatman,2020,5.9,40        ,"25,391"
Inheritance,2020,5.5,31        ,"15,305"
Bill & Ted Face the Music,2020,5.9,65        ,"48,137"
Monster Hunter,2020,5.2,47        ,"59,429"
Minari,2020,7.4,89        ,"81,557"
Eurovision Song Contest: The Story of Fire Saga,2020,6.5,50        ,"94,480"
The Call of the Wild,2020,6.7,48        ,"49,671"
The Trial of the Chicago 7,2020,7.7,76        ,"177,431"
Shadow in the Cloud,2020,5,66        ,"27,274"
Possessor,2020,6.5,72        ,"36,862"
You Should Have Left,2020,5.4,46        ,"21,792"
The Babysitter: Killer Queen,2020,5.8,22        ,"40,886"
Spenser Confidential,2020,6.2,49        ,"88,970"
Ammonite,2020,6.5,72        ,"18,744"
I Care a Lot,2020,6.3,66        ,"133,153"
News of the World,2020,6.8,73        ,"87,338"
Hillbilly Elegy,2020,6.7,38        ,"42,701"
Unhinged,2020,6,40        ,"69,156"
The Midnight Sky,2020,5.6,58        ,"83,640"
Hubie Halloween,2020,5.2,53        ,"51,567"
The Croods: A New Age,2020,6.9,56        ,"43,732"
Mank,2020,6.8,79        ,"75,664"
Rebecca,2020,6,46        ,"42,536"
Let Him Go,2020,6.7,63        ,"26,832"
Onward,2020,7.4,61        ,"149,516"
The Rental,2020,5.7,62        ,"32,709"
Retfærdighedens ryttere,2020,7.5,81        ,"50,944"
Run Hide Fight,2020,6.3,13        ,"24,363"
Trolls World Tour,2020,6.1,51        ,"23,746"
Ma Rainey's Black Bottom,2020,6.9,87        ,"53,817"
Fantasy Island,2020,4.9,22        ,"52,994"
The Duke,2020,6.9,74        ,"8,407"
Host,2020,6.5,73        ,"30,908"
The Postcard Killings,2020,5.7,29        ,"11,677"
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,8.2,72        ,"57,916"
Dolittle,2020,5.6,26        ,"65,085"
Pixie,2020,5.9,45        ,"4,223"
Alone,2020,6.2,70        ,"21,093"
His House,2020,6.5,72        ,"42,649"
We Can Be Heroes,2020,4.7,51        ,"15,126"
The Wrong Missy,2020,5.7,33        ,"40,262"
Da 5 Bloods,2020,6.5,82        ,"51,803"
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,6.6,68        ,"141,231"
Antebellum,2020,5.8,43        ,"27,356"
All the Bright Places,2020,6.5,61        ,"32,209"
Bloodshot,2020,5.7,44        ,"78,386"
Black Bear,2020,6.5,79        ,"12,346"
WolfWalkers,2020,8,87        ,"32,632"
Ghosts of War,2020,5.6,38        ,"10,632"
The World to Come,2020,6.3,73        ,"8,371"
Zola,2020,6.5,76        ,"14,576"
An American Pickle,2020,5.7,58        ,"24,178"
Monday,2020,5.8,58        ,"4,485"
Archive,2020,6.3,67        ,"22,608"
The Last Thing He Wanted,2020,4.3,35        ,"15,637"
Jingle Jangle: A Christmas Journey,2020,6.4,69        ,"18,642"
Minamata,2020,7.3,55        ,"20,240"
Unpregnant,2020,6.5,61        ,"8,201"
Godmothered,2020,6.1,49        ,"12,632"
Nine Days,2020,6.8,72        ,"8,491"
Spell,2020,5.5,38        ,"8,159"
Tesla,2020,5.1,67        ,"9,270"
The Banker,2020,7.3,59        ,"29,039"
Escape from Pretoria,2020,6.8,56        ,"37,761"
The Craft: Legacy,2020,4.5,54        ,"14,071"
The Wolf of Snow Hollow,2020,6.2,67        ,"21,439"
Capone,2020,4.7,46        ,"21,071"
Shiva Baby,2020,7.1,79        ,"21,984"
Horse Girl,2020,6,61        ,"18,120"
Project Power,2020,6,51        ,"89,123"
The Nest,2020,6.3,80        ,"14,605"
Busanhaeng 2: Bando,2020,5.5,51        ,"33,278"
Scoob!,2020,5.6,43        ,"27,125"
Dette de Sang,2020,4.8,22        ,"13,771"
Lost Girls and Love Hotels,2020,4.7,57        ,"4,589"
Dinner in America,2020,7.3,80        ,"3,627"
The Prom,2020,5.9,55        ,"27,487"
The Half of It,2020,6.9,74        ,"38,186"
Honest Thief,2020,6,46        ,"50,889"
Artemis Fowl,2020,4.2,31        ,"28,579"
The Way Back,2020,6.7,66        ,"46,906"
Spree,2020,5.9,42        ,"13,607"
Irresistible,2020,6.3,47        ,"20,670"
The Secret: Dare to Dream,2020,6.5,32        ,"14,338"
The Dark and the Wicked,2020,6.1,72        ,"17,620"
The War with Grandpa,2020,5.6,34        ,"21,255"
I Still Believe,2020,6.4,41        ,"12,222"
On the Rocks,2020,6.4,73        ,"32,578"
After Love,2020,7.3,82        ,"3,060"
Black Beauty,2020,6.4,52        ,"3,823"
Operation Christmas Drop,2020,5.8,47        ,"11,731"
The Grudge,2020,4.3,41        ,"26,639"
Mainstream,2020,5,36        ,"4,418"
The Night Clerk,2020,5.6,44        ,"16,190"
Falling,2020,6.5,63        ,"6,048"
Supernova,2020,6.9,73        ,"11,876"
"Quo vadis, Aida?",2020,8,97        ,"33,711"
One Night in Miami...,2020,7.1,83        ,"32,252"
Mignonnes,2020,3.5,67        ,"30,856"
Gretel & Hansel,2020,5.5,64        ,"31,351"
Becky,2020,5.9,54        ,"17,369"
Let Them All Talk,2020,6.1,72        ,"11,475"
The Turning,2020,3.9,35        ,"14,651"
What Is Life Worth,2020,6.8,67        ,"14,849"
2067,2020,4.9,39        ,"9,992"
Words on Bathroom Walls,2020,7.1,61        ,"10,664"
The Boys in the Band,2020,6.8,70        ,"15,982"
Books of Blood,2020,5.6,42        ,"8,002"
Lost Girls,2020,6.1,67        ,"22,217"
The SpongeBob Movie: Sponge on the Run,2020,5.9,65        ,"18,571"
Black Box,2020,6.2,62        ,"15,051"
Chemical Hearts,2020,6.2,57        ,"13,253"
Kajillionaire,2020,6.4,78        ,"19,105"
Four Good Days,2020,6.5,52        ,"7,255"
Jiu Jitsu,2020,2.9,27        ,"9,003"
All My Life,2020,6.3,39        ,"4,608"
The Reckoning,2020,4.8,31        ,"3,216"
Finding You,2020,6.3,41        ,"5,315"
Penguin Bloom,2020,6.8,54        ,"10,707"
Downhill,2020,4.9,49        ,"12,658"
Arkansas,2020,6,55        ,"12,760"
Wander,2020,4.8,54        ,"9,661"
Summerland,2020,7,56        ,"7,419"
Desperados,2020,5.2,41        ,"10,530"
The Sleepover,2020,5.6,46        ,"10,751"
The Rhythm Section,2020,5.4,45        ,"18,751"
Bruised,2020,6.2,52        ,"14,850"
Little Fish,2020,6.9,71        ,"5,585"
Nocturne,2020,5.7,58        ,"9,561"
Brahms: The Boy II,2020,4.7,29        ,"18,015"
Over the Moon,2020,6.3,60        ,"22,668"
Force of Nature,2020,4.6,29        ,"11,600"
Clouds,2020,7.5,55        ,"10,383"
Never Rarely Sometimes Always,2020,7.4,92        ,"28,509"
Spontaneous,2020,6.5,78        ,"14,861"
Tigrar,2020,6.9,59        ,"1,177"
Rifkin's Festival,2020,6.1,44        ,"7,706"
The One and Only Ivan,2020,6.5,58        ,"12,446"
The Secret Garden,2020,5.5,59        ,"8,904"
Come Play,2020,5.7,58        ,"13,974"
Good Joe Bell,2020,6.1,54        ,"7,747"
Made in Italy,2020,5.9,44        ,"8,632"
The Kissing Booth 2,2020,5.7,39        ,"32,368"
Uncle Frank,2020,7.3,58        ,"20,814"
Misbehaviour,2020,6.3,62        ,"8,993"
The Broken Hearts Gallery,2020,6.3,57        ,"8,857"
A Nice Girl Like You,2020,5.1,41        ,"5,667"
Songbird,2020,4.7,27        ,"10,346"
Superintelligence,2020,5.4,41        ,"10,821"
Relic,2020,6,77        ,"27,217"
Valley Girl,2020,5.5,53        ,"3,798"
Blithe Spirit,2020,5.4,26        ,"7,232"
Percy,2020,6.4,56        ,"2,575"
Sputnik,2020,6.4,61        ,"24,541"
My Spy,2020,6.3,46        ,"31,111"
Disturbing the Peace,2020,3.3,34        ,"3,169"
Amulet,2020,4.9,62        ,"3,890"
Fatima,2020,6.5,50        ,"3,427"
Sala samobójców. Hejter,2020,7.1,61        ,"15,575"
Été 85,2020,6.9,65        ,"10,145"
Love Wedding Repeat,2020,5.5,41        ,"20,814"
Shirley,2020,6.1,76        ,"11,812"
Six Minutes to Midnight,2020,5.9,48        ,"5,224"
French Exit,2020,5.9,56        ,"7,453"
Hunter Hunter,2020,6.4,61        ,"11,099"
Dangerous Lies,2020,5.3,51        ,"17,378"
The Glorias,2020,5.9,58        ,"3,313"
Lorelei,2020,6.4,71        ,"2,006"
Surge,2020,6.1,51        ,"2,931"
Vanguard,2020,4.7,34        ,"5,794"
The Education of Fredrick Fitzell,2020,5.3,49        ,"6,115"
Passion simple,2020,5.4,57        ,641
The Kid Detective,2020,7,74        ,"19,216"
The High Note,2020,6.4,58        ,"11,964"
Psycho Goreman,2020,6.2,67        ,"13,131"
Sergio,2020,6.2,55        ,"10,087"
The Oak Room,2020,5.6,61        ,"1,814"
The Very Excellent Mr. Dundee,2020,4.9,24        ,"2,047"
Mila,2020,6.8,77        ,"4,308"
Mortal,2020,5.9,20        ,"9,413"
Come True,2020,6,68        ,"9,288"
What Lies Below,2020,4.4,35        ,"8,427"
Shorta,2020,6.5,64        ,"5,995"
The Willoughbys,2020,6.3,68        ,"19,300"
The Last Shift,2020,5.7,58        ,"3,465"
The Stand In,2020,4.7,38        ,"3,592"
Don't Tell a Soul,2020,5.9,45        ,"4,475"
De Oost,2020,6.9,52        ,"5,662"
A Fall from Grace,2020,5.9,34        ,"15,762"
Bloody Hell,2020,6.5,52        ,"7,858"
The Last Days of American Crime,2020,3.7,15        ,"11,683"
Stargirl,2020,6.2,61        ,"5,691"
Target Number One,2020,6.2,62        ,"5,232"
My Salinger Year,2020,6.4,50        ,"5,282"
Christmas on the Square,2020,5.2,51        ,"2,739"
Dream Horse,2020,6.9,68        ,"5,521"
Falling for Figaro,2020,6.4,51        ,"2,571"
Here Are the Young Men,2020,4.7,49        ,"1,136"
Shithouse,2020,6.8,72        ,"5,339"
Come Away,2020,5.8,40        ,"5,122"
Undine,2020,6.6,75        ,"7,584"
Son of Monarchs,2020,6.2,76        ,253
To All the Boys: P.S. I Still Love You,2020,6,54        ,"39,668"
El olvido que seremos,2020,7.2,60        ,"2,210"
The Binge,2020,5.2,35        ,"3,766"
Skylines,2020,4.7,46        ,"8,362"
Secret Society of Second-Born Royals,2020,4.9,34        ,"5,497"
The Owners,2020,4.9,54        ,"8,059"
Embattled,2020,6.5,56        ,"3,062"
PVT CHAT,2020,5.9,61        ,"1,517"
Survive the Night,2020,4.1,26        ,"11,399"
Like a Boss,2020,4.6,33        ,"14,355"
Work It,2020,6.1,58        ,"13,797"
Love Guaranteed,2020,5.6,39        ,"17,738"
Anything for Jackson,2020,6.3,67        ,"8,664"
Meander,2020,5.5,63        ,"9,777"
The Old Ways,2020,5.4,67        ,"6,566"
The Lost Husband,2020,6.1,49        ,"4,978"
